Dataset,PoziomUszkodzen,Metoda,Model,DamageRepeat,CVRepeat,CVSeed,AUC
zapalenia,20%,remove,NB,2,4,404,0.5955
zapalenia,20%,remove,NB,2,5,505,0.5718
zapalenia,20%,remove,MLP,2,1,101,0.5392
zapalenia,20%,remove,MLP,2,2,202,0.5471
zapalenia,20%,remove,MLP,2,3,303,0.546
zapalenia,20%,remove,MLP,2,4,404,0.5915
zapalenia,20%,remove,MLP,2,5,505,0.5784
zapalenia,20%,remove,XGBoost,2,1,101,0.904
zapalenia,20%,remove,XGBoost,2,2,202,0.898
zapalenia,20%,remove,XGBoost,2,3,303,0.9064
zapalenia,20%,remove,XGBoost,2,4,404,0.906
zapalenia,20%,remove,XGBoost,2,5,505,0.911
zapalenia,20%,remove_fill,RF,2,1,101,0.8921
zapalenia,20%,remove_fill,RF,2,2,202,0.8856
zapalenia,20%,remove_fill,RF,2,3,303,0.879
zapalenia,20%,remove_fill,RF,2,4,404,0.8804
zapalenia,20%,remove_fill,RF,2,5,505,0.8929
zapalenia,20%,remove_fill,NB,2,1,101,0.7164
zapalenia,20%,remove_fill,NB,2,2,202,0.7348
zapalenia,20%,remove_fill,NB,2,3,303,0.7299
zapalenia,20%,remove_fill,NB,2,4,404,0.7331
zapalenia,20%,remove_fill,NB,2,5,505,0.7339
zapalenia,20%,remove_fill,MLP,2,1,101,0.5817
zapalenia,20%,remove_fill,MLP,2,2,202,0.5325
zapalenia,20%,remove_fill,MLP,2,3,303,0.6702
zapalenia,20%,remove_fill,MLP,2,4,404,0.6817
zapalenia,20%,remove_fill,MLP,2,5,505,0.6785
zapalenia,20%,remove_fill,XGBoost,2,1,101,0.8606
zapalenia,20%,remove_fill,XGBoost,2,2,202,0.8605
zapalenia,20%,remove_fill,XGBoost,2,3,303,0.8522
zapalenia,20%,remove_fill,XGBoost,2,4,404,0.8634
zapalenia,20%,remove_fill,XGBoost,2,5,505,0.8808
zapalenia,20%,remove_norm,RF,2,1,101,0.8859
zapalenia,20%,remove_norm,RF,2,2,202,0.8939
zapalenia,20%,remove_norm,RF,2,3,303,0.8841
zapalenia,20%,remove_norm,RF,2,4,404,0.8865
zapalenia,20%,remove_norm,RF,2,5,505,0.8957
zapalenia,20%,remove_norm,NB,2,1,101,0.5917
zapalenia,20%,remove_norm,NB,2,2,202,0.5838
zapalenia,20%,remove_norm,NB,2,3,303,0.5788
zapalenia,20%,remove_norm,NB,2,4,404,0.5955
zapalenia,20%,remove_norm,NB,2,5,505,0.5718
zapalenia,20%,remove_norm,MLP,2,1,101,0.5809
zapalenia,20%,remove_norm,MLP,2,2,202,0.6012
zapalenia,20%,remove_norm,MLP,2,3,303,0.589
zapalenia,20%,remove_norm,MLP,2,4,404,0.6019
zapalenia,20%,remove_norm,MLP,2,5,505,0.6135
zapalenia,20%,remove_norm,XGBoost,2,1,101,0.904
zapalenia,20%,remove_norm,XGBoost,2,2,202,0.898
zapalenia,20%,remove_norm,XGBoost,2,3,303,0.9064
zapalenia,20%,remove_norm,XGBoost,2,4,404,0.906
zapalenia,20%,remove_norm,XGBoost,2,5,505,0.911
zapalenia,20%,fill_norm,RF,2,1,101,0.8619
zapalenia,20%,fill_norm,RF,2,2,202,0.8551
zapalenia,20%,fill_norm,RF,2,3,303,0.8727
zapalenia,20%,fill_norm,RF,2,4,404,0.8576
zapalenia,20%,fill_norm,RF,2,5,505,0.8653
zapalenia,20%,fill_norm,NB,2,1,101,0.7114
zapalenia,20%,fill_norm,NB,2,2,202,0.7379
zapalenia,20%,fill_norm,NB,2,3,303,0.7349
zapalenia,20%,fill_norm,NB,2,4,404,0.738
zapalenia,20%,fill_norm,NB,2,5,505,0.7294
zapalenia,20%,fill_norm,MLP,2,1,101,0.671
zapalenia,20%,fill_norm,MLP,2,2,202,0.6991
zapalenia,20%,fill_norm,MLP,2,3,303,0.7127
zapalenia,20%,fill_norm,MLP,2,4,404,0.7196
zapalenia,20%,fill_norm,MLP,2,5,505,0.6767
zapalenia,20%,fill_norm,XGBoost,2,1,101,0.8459
zapalenia,20%,fill_norm,XGBoost,2,2,202,0.8457
zapalenia,20%,fill_norm,XGBoost,2,3,303,0.8478
zapalenia,20%,fill_norm,XGBoost,2,4,404,0.8637
zapalenia,20%,fill_norm,XGBoost,2,5,505,0.8661
zapalenia,20%,all,RF,2,1,101,0.8924
zapalenia,20%,all,RF,2,2,202,0.8855
zapalenia,20%,all,RF,2,3,303,0.8786
zapalenia,20%,all,RF,2,4,404,0.881
zapalenia,20%,all,RF,2,5,505,0.8929
zapalenia,20%,all,NB,2,1,101,0.7159
zapalenia,20%,all,NB,2,2,202,0.7347
zapalenia,20%,all,NB,2,3,303,0.7293
zapalenia,20%,all,NB,2,4,404,0.7333
zapalenia,20%,all,NB,2,5,505,0.7339
zapalenia,20%,all,MLP,2,1,101,0.6764
zapalenia,20%,all,MLP,2,2,202,0.6757
zapalenia,20%,all,MLP,2,3,303,0.7035
zapalenia,20%,all,MLP,2,4,404,0.6972
zapalenia,20%,all,MLP,2,5,505,0.68
zapalenia,20%,all,XGBoost,2,1,101,0.8606
zapalenia,20%,all,XGBoost,2,2,202,0.8605
zapalenia,20%,all,XGBoost,2,3,303,0.8522
zapalenia,20%,all,XGBoost,2,4,404,0.8634
zapalenia,20%,all,XGBoost,2,5,505,0.8808
zapalenia,20%,raw,RF,3,1,101,0.8366
zapalenia,20%,raw,RF,3,2,202,0.8431
zapalenia,20%,raw,RF,3,3,303,0.8535
zapalenia,20%,raw,RF,3,4,404,0.844
zapalenia,20%,raw,RF,3,5,505,0.8195
zapalenia,20%,raw,NB,3,1,101,0.6376
zapalenia,20%,raw,NB,3,2,202,0.6411
zapalenia,20%,raw,NB,3,3,303,0.6355
zapalenia,20%,raw,NB,3,4,404,0.6367
zapalenia,20%,raw,NB,3,5,505,0.6348
zapalenia,20%,raw,MLP,3,1,101,0.5913
zapalenia,20%,raw,MLP,3,2,202,0.6161
zapalenia,20%,raw,MLP,3,3,303,0.5997
zapalenia,20%,raw,MLP,3,4,404,0.5698
zapalenia,20%,raw,MLP,3,5,505,0.5974
zapalenia,20%,raw,XGBoost,3,1,101,0.8688
zapalenia,20%,raw,XGBoost,3,2,202,0.8729
zapalenia,20%,raw,XGBoost,3,3,303,0.8531
zapalenia,20%,raw,XGBoost,3,4,404,0.8694
zapalenia,20%,raw,XGBoost,3,5,505,0.8381
zapalenia,20%,norm,RF,3,1,101,0.8371
zapalenia,20%,norm,RF,3,2,202,0.8429
zapalenia,20%,norm,RF,3,3,303,0.8532
zapalenia,20%,norm,RF,3,4,404,0.8441
zapalenia,20%,norm,RF,3,5,505,0.8189
zapalenia,20%,norm,NB,3,1,101,0.6377
zapalenia,20%,norm,NB,3,2,202,0.6412
zapalenia,20%,norm,NB,3,3,303,0.6355
zapalenia,20%,norm,NB,3,4,404,0.6367
zapalenia,20%,norm,NB,3,5,505,0.6349
zapalenia,20%,norm,MLP,3,1,101,0.597
zapalenia,20%,norm,MLP,3,2,202,0.6219
zapalenia,20%,norm,MLP,3,3,303,0.6077
zapalenia,20%,norm,MLP,3,4,404,0.5947
zapalenia,20%,norm,MLP,3,5,505,0.5853
zapalenia,20%,norm,XGBoost,3,1,101,0.8688
zapalenia,20%,norm,XGBoost,3,2,202,0.8729
zapalenia,20%,norm,XGBoost,3,3,303,0.8531
zapalenia,20%,norm,XGBoost,3,4,404,0.8694
zapalenia,20%,norm,XGBoost,3,5,505,0.8381
zapalenia,20%,fill,RF,3,1,101,0.8818
zapalenia,20%,fill,RF,3,2,202,0.8863
zapalenia,20%,fill,RF,3,3,303,0.8866
zapalenia,20%,fill,RF,3,4,404,0.8846
zapalenia,20%,fill,RF,3,5,505,0.8737
zapalenia,20%,fill,NB,3,1,101,0.6578
zapalenia,20%,fill,NB,3,2,202,0.6402
zapalenia,20%,fill,NB,3,3,303,0.6497
zapalenia,20%,fill,NB,3,4,404,0.6432
zapalenia,20%,fill,NB,3,5,505,0.6446
zapalenia,20%,fill,MLP,3,1,101,0.5862
zapalenia,20%,fill,MLP,3,2,202,0.5677
zapalenia,20%,fill,MLP,3,3,303,0.6077
zapalenia,20%,fill,MLP,3,4,404,0.6061
zapalenia,20%,fill,MLP,3,5,505,0.582
zapalenia,20%,fill,XGBoost,3,1,101,0.8637
zapalenia,20%,fill,XGBoost,3,2,202,0.8793
zapalenia,20%,fill,XGBoost,3,3,303,0.8752
zapalenia,20%,fill,XGBoost,3,4,404,0.8782
zapalenia,20%,fill,XGBoost,3,5,505,0.8524
zapalenia,20%,remove,RF,3,1,101,0.8378
zapalenia,20%,remove,RF,3,2,202,0.8596
zapalenia,20%,remove,RF,3,3,303,0.8557
zapalenia,20%,remove,RF,3,4,404,0.8565
zapalenia,20%,remove,RF,3,5,505,0.8381
zapalenia,20%,remove,NB,3,1,101,0.6122
zapalenia,20%,remove,NB,3,2,202,0.6376
zapalenia,20%,remove,NB,3,3,303,0.6273
zapalenia,20%,remove,NB,3,4,404,0.6241
zapalenia,20%,remove,NB,3,5,505,0.6297
zapalenia,20%,remove,MLP,3,1,101,0.539
zapalenia,20%,remove,MLP,3,2,202,0.5737
zapalenia,20%,remove,MLP,3,3,303,0.5179
zapalenia,20%,remove,MLP,3,4,404,0.585
zapalenia,20%,remove,MLP,3,5,505,0.5898
zapalenia,20%,remove,XGBoost,3,1,101,0.8732
zapalenia,20%,remove,XGBoost,3,2,202,0.8767
zapalenia,20%,remove,XGBoost,3,3,303,0.8693
zapalenia,20%,remove,XGBoost,3,4,404,0.8692
zapalenia,20%,remove,XGBoost,3,5,505,0.851
zapalenia,20%,remove_fill,RF,3,1,101,0.8899
zapalenia,20%,remove_fill,RF,3,2,202,0.8909
zapalenia,20%,remove_fill,RF,3,3,303,0.8948
zapalenia,20%,remove_fill,RF,3,4,404,0.8966
zapalenia,20%,remove_fill,RF,3,5,505,0.8798
zapalenia,20%,remove_fill,NB,3,1,101,0.6621
zapalenia,20%,remove_fill,NB,3,2,202,0.6815
zapalenia,20%,remove_fill,NB,3,3,303,0.6472
zapalenia,20%,remove_fill,NB,3,4,404,0.6703
zapalenia,20%,remove_fill,NB,3,5,505,0.6694
zapalenia,20%,remove_fill,MLP,3,1,101,0.594
zapalenia,20%,remove_fill,MLP,3,2,202,0.5808
zapalenia,20%,remove_fill,MLP,3,3,303,0.6267
zapalenia,20%,remove_fill,MLP,3,4,404,0.6153
zapalenia,20%,remove_fill,MLP,3,5,505,0.6243
zapalenia,20%,remove_fill,XGBoost,3,1,101,0.8756
zapalenia,20%,remove_fill,XGBoost,3,2,202,0.886
zapalenia,20%,remove_fill,XGBoost,3,3,303,0.8802
zapalenia,20%,remove_fill,XGBoost,3,4,404,0.8897
zapalenia,20%,remove_fill,XGBoost,3,5,505,0.8629
zapalenia,20%,remove_norm,RF,3,1,101,0.8377
zapalenia,20%,remove_norm,RF,3,2,202,0.86
zapalenia,20%,remove_norm,RF,3,3,303,0.8561
zapalenia,20%,remove_norm,RF,3,4,404,0.8564
zapalenia,20%,remove_norm,RF,3,5,505,0.8378
zapalenia,20%,remove_norm,NB,3,1,101,0.6122
zapalenia,20%,remove_norm,NB,3,2,202,0.6376
zapalenia,20%,remove_norm,NB,3,3,303,0.6273
zapalenia,20%,remove_norm,NB,3,4,404,0.6241
zapalenia,20%,remove_norm,NB,3,5,505,0.6297
zapalenia,20%,remove_norm,MLP,3,1,101,0.5978
zapalenia,20%,remove_norm,MLP,3,2,202,0.6086
zapalenia,20%,remove_norm,MLP,3,3,303,0.6066
zapalenia,20%,remove_norm,MLP,3,4,404,0.5811
zapalenia,20%,remove_norm,MLP,3,5,505,0.6007
zapalenia,20%,remove_norm,XGBoost,3,1,101,0.8732
zapalenia,20%,remove_norm,XGBoost,3,2,202,0.8767
zapalenia,20%,remove_norm,XGBoost,3,3,303,0.8693
zapalenia,20%,remove_norm,XGBoost,3,4,404,0.8692
zapalenia,20%,remove_norm,XGBoost,3,5,505,0.851
zapalenia,20%,fill_norm,RF,3,1,101,0.8823
zapalenia,20%,fill_norm,RF,3,2,202,0.8862
zapalenia,20%,fill_norm,RF,3,3,303,0.8871
zapalenia,20%,fill_norm,RF,3,4,404,0.8842
zapalenia,20%,fill_norm,RF,3,5,505,0.8732
zapalenia,20%,fill_norm,NB,3,1,101,0.688
zapalenia,20%,fill_norm,NB,3,2,202,0.6812
zapalenia,20%,fill_norm,NB,3,3,303,0.6524
zapalenia,20%,fill_norm,NB,3,4,404,0.6689
