Dataset,PoziomUszkodzen,Metoda,Model,DamageRepeat,CVRepeat,CVSeed,AUC
serce,60%,remove_fill,XGBoost,1,2,202,0.5794
serce,60%,fill_norm,RF,1,1,101,0.5406
serce,60%,fill_norm,RF,1,2,202,0.5781
serce,60%,fill_norm,NB,1,1,101,0.6177
serce,60%,fill_norm,NB,1,2,202,0.6509
serce,60%,fill_norm,XGBoost,1,1,101,0.5855
serce,60%,fill_norm,XGBoost,1,2,202,0.5948
serce,60%,all,RF,1,1,101,0.5096
serce,60%,all,RF,1,2,202,0.578
serce,60%,all,NB,1,1,101,0.6168
serce,60%,all,NB,1,2,202,0.6573
serce,60%,all,XGBoost,1,1,101,0.5772
serce,60%,all,XGBoost,1,2,202,0.5794
serce,60%,raw,RF,2,1,101,0.5817
serce,60%,raw,RF,2,2,202,0.5523
serce,60%,raw,NB,2,1,101,0.6543
serce,60%,raw,NB,2,2,202,0.6608
serce,60%,raw,XGBoost,2,1,101,0.6033
serce,60%,raw,XGBoost,2,2,202,0.555
serce,60%,fill,RF,2,1,101,0.6174
serce,60%,fill,RF,2,2,202,0.5955
serce,60%,fill,NB,2,1,101,0.6515
serce,60%,fill,NB,2,2,202,0.6558
serce,60%,fill,XGBoost,2,1,101,0.652
serce,60%,fill,XGBoost,2,2,202,0.6062
serce,60%,remove_fill,RF,2,1,101,0.6036
serce,60%,remove_fill,RF,2,2,202,0.5997
serce,60%,remove_fill,NB,2,1,101,0.6159
serce,60%,remove_fill,NB,2,2,202,0.6346
serce,60%,remove_fill,XGBoost,2,1,101,0.6553
serce,60%,remove_fill,XGBoost,2,2,202,0.6166
serce,60%,fill_norm,RF,2,1,101,0.6165
serce,60%,fill_norm,RF,2,2,202,0.5958
serce,60%,fill_norm,NB,2,1,101,0.6305
serce,60%,fill_norm,NB,2,2,202,0.6513
serce,60%,fill_norm,XGBoost,2,1,101,0.652
serce,60%,fill_norm,XGBoost,2,2,202,0.6062
serce,60%,all,RF,2,1,101,0.6032
serce,60%,all,RF,2,2,202,0.5988
serce,60%,all,NB,2,1,101,0.6049
serce,60%,all,NB,2,2,202,0.654
serce,60%,all,XGBoost,2,1,101,0.6553
serce,60%,all,XGBoost,2,2,202,0.6166
rezygnacje,ORYGINALNY,raw,RF,0,1,101,0.9122
rezygnacje,ORYGINALNY,raw,RF,0,2,202,0.9104
rezygnacje,ORYGINALNY,raw,NB,0,1,101,0.6517
rezygnacje,ORYGINALNY,raw,NB,0,2,202,0.6532
rezygnacje,ORYGINALNY,raw,XGBoost,0,1,101,0.9123
rezygnacje,ORYGINALNY,raw,XGBoost,0,2,202,0.9125
rezygnacje,20%,raw,RF,1,1,101,0.7819
rezygnacje,20%,raw,RF,1,2,202,0.7883
rezygnacje,20%,raw,NB,1,1,101,0.566
rezygnacje,20%,raw,NB,1,2,202,0.627
rezygnacje,20%,raw,XGBoost,1,1,101,0.8004
rezygnacje,20%,raw,XGBoost,1,2,202,0.8068
rezygnacje,20%,fill,RF,1,1,101,0.7907
rezygnacje,20%,fill,RF,1,2,202,0.7979
rezygnacje,20%,fill,NB,1,1,101,0.5762
rezygnacje,20%,fill,NB,1,2,202,0.615
rezygnacje,20%,fill,XGBoost,1,1,101,0.7961
rezygnacje,20%,fill,XGBoost,1,2,202,0.8089
rezygnacje,20%,remove_fill,RF,1,1,101,0.7948
rezygnacje,20%,remove_fill,RF,1,2,202,0.8002
rezygnacje,20%,remove_fill,NB,1,1,101,0.7555
rezygnacje,20%,remove_fill,NB,1,2,202,0.7494
rezygnacje,20%,remove_fill,XGBoost,1,1,101,0.8038
rezygnacje,20%,remove_fill,XGBoost,1,2,202,0.809
rezygnacje,20%,fill_norm,RF,1,1,101,0.7906
rezygnacje,20%,fill_norm,RF,1,2,202,0.7981
rezygnacje,20%,fill_norm,NB,1,1,101,0.541
rezygnacje,20%,fill_norm,NB,1,2,202,0.592
rezygnacje,20%,fill_norm,XGBoost,1,1,101,0.7961
rezygnacje,20%,fill_norm,XGBoost,1,2,202,0.8089
rezygnacje,20%,all,RF,1,1,101,0.7949
rezygnacje,20%,all,RF,1,2,202,0.8002
rezygnacje,20%,all,NB,1,1,101,0.7555
rezygnacje,20%,all,NB,1,2,202,0.7494
rezygnacje,20%,all,XGBoost,1,1,101,0.8038
rezygnacje,20%,all,XGBoost,1,2,202,0.809
rezygnacje,20%,raw,RF,2,1,101,0.8011
rezygnacje,20%,raw,RF,2,2,202,0.8051
rezygnacje,20%,raw,NB,2,1,101,0.5989
rezygnacje,20%,raw,NB,2,2,202,0.6175
rezygnacje,20%,raw,XGBoost,2,1,101,0.8003
rezygnacje,20%,raw,XGBoost,2,2,202,0.8111
rezygnacje,20%,fill,RF,2,1,101,0.808
rezygnacje,20%,fill,RF,2,2,202,0.8102
rezygnacje,20%,fill,NB,2,1,101,0.6045
rezygnacje,20%,fill,NB,2,2,202,0.6143
rezygnacje,20%,fill,XGBoost,2,1,101,0.8047
rezygnacje,20%,fill,XGBoost,2,2,202,0.8122
rezygnacje,20%,remove_fill,RF,2,1,101,0.8044
rezygnacje,20%,remove_fill,RF,2,2,202,0.801
rezygnacje,20%,remove_fill,NB,2,1,101,0.7797
rezygnacje,20%,remove_fill,NB,2,2,202,0.7735
rezygnacje,20%,remove_fill,XGBoost,2,1,101,0.8138
rezygnacje,20%,remove_fill,XGBoost,2,2,202,0.8144
rezygnacje,20%,fill_norm,RF,2,1,101,0.808
rezygnacje,20%,fill_norm,RF,2,2,202,0.8101
rezygnacje,20%,fill_norm,NB,2,1,101,0.5591
rezygnacje,20%,fill_norm,NB,2,2,202,0.5828
rezygnacje,20%,fill_norm,XGBoost,2,1,101,0.8047
rezygnacje,20%,fill_norm,XGBoost,2,2,202,0.8122
rezygnacje,20%,all,RF,2,1,101,0.8047
rezygnacje,20%,all,RF,2,2,202,0.8013
rezygnacje,20%,all,NB,2,1,101,0.7797
rezygnacje,20%,all,NB,2,2,202,0.7734
rezygnacje,20%,all,XGBoost,2,1,101,0.8138
rezygnacje,20%,all,XGBoost,2,2,202,0.8144
rezygnacje,40%,raw,RF,1,1,101,0.6925
rezygnacje,40%,raw,RF,1,2,202,0.672
rezygnacje,40%,raw,NB,1,1,101,0.6008
rezygnacje,40%,raw,NB,1,2,202,0.6022
rezygnacje,40%,raw,XGBoost,1,1,101,0.7089
rezygnacje,40%,raw,XGBoost,1,2,202,0.7112
rezygnacje,40%,fill,RF,1,1,101,0.7068
rezygnacje,40%,fill,RF,1,2,202,0.7037
rezygnacje,40%,fill,NB,1,1,101,0.6084
rezygnacje,40%,fill,NB,1,2,202,0.615
rezygnacje,40%,fill,XGBoost,1,1,101,0.7132
rezygnacje,40%,fill,XGBoost,1,2,202,0.7144
rezygnacje,40%,remove_fill,RF,1,1,101,0.68
rezygnacje,40%,remove_fill,RF,1,2,202,0.6846
rezygnacje,40%,remove_fill,NB,1,1,101,0.6051
rezygnacje,40%,remove_fill,NB,1,2,202,0.6144
rezygnacje,40%,remove_fill,XGBoost,1,1,101,0.6714
rezygnacje,40%,remove_fill,XGBoost,1,2,202,0.6848
rezygnacje,40%,fill_norm,RF,1,1,101,0.7077
rezygnacje,40%,fill_norm,RF,1,2,202,0.7035
rezygnacje,40%,fill_norm,NB,1,1,101,0.5179
rezygnacje,40%,fill_norm,NB,1,2,202,0.5236
rezygnacje,40%,fill_norm,XGBoost,1,1,101,0.7132
rezygnacje,40%,fill_norm,XGBoost,1,2,202,0.7144
rezygnacje,40%,all,RF,1,1,101,0.6797
rezygnacje,40%,all,RF,1,2,202,0.6852
rezygnacje,40%,all,NB,1,1,101,0.6063
rezygnacje,40%,all,NB,1,2,202,0.6159
rezygnacje,40%,all,XGBoost,1,1,101,0.6714
rezygnacje,40%,all,XGBoost,1,2,202,0.6848
rezygnacje,40%,raw,RF,2,1,101,0.6553
rezygnacje,40%,raw,RF,2,2,202,0.6872
rezygnacje,40%,raw,NB,2,1,101,0.6001
rezygnacje,40%,raw,NB,2,2,202,0.6198
rezygnacje,40%,raw,XGBoost,2,1,101,0.6999
rezygnacje,40%,raw,XGBoost,2,2,202,0.7054
rezygnacje,40%,fill,RF,2,1,101,0.6612
rezygnacje,40%,fill,RF,2,2,202,0.6912
rezygnacje,40%,fill,NB,2,1,101,0.5883
rezygnacje,40%,fill,NB,2,2,202,0.6034
rezygnacje,40%,fill,XGBoost,2,1,101,0.689
rezygnacje,40%,fill,XGBoost,2,2,202,0.6981
rezygnacje,40%,remove_fill,RF,2,1,101,0.6788
rezygnacje,40%,remove_fill,RF,2,2,202,0.6791
rezygnacje,40%,remove_fill,NB,2,1,101,0.6089
rezygnacje,40%,remove_fill,NB,2,2,202,0.6088
rezygnacje,40%,remove_fill,XGBoost,2,1,101,0.6828
rezygnacje,40%,remove_fill,XGBoost,2,2,202,0.7013
rezygnacje,40%,fill_norm,RF,2,1,101,0.6613
rezygnacje,40%,fill_norm,RF,2,2,202,0.6909
rezygnacje,40%,fill_norm,NB,2,1,101,0.5397
rezygnacje,40%,fill_norm,NB,2,2,202,0.5694
rezygnacje,40%,fill_norm,XGBoost,2,1,101,0.689
rezygnacje,40%,fill_norm,XGBoost,2,2,202,0.6981
rezygnacje,40%,all,RF,2,1,101,0.6784
rezygnacje,40%,all,RF,2,2,202,0.6789
rezygnacje,40%,all,NB,2,1,101,0.6094
rezygnacje,40%,all,NB,2,2,202,0.6084
rezygnacje,40%,all,XGBoost,2,1,101,0.6828
rezygnacje,40%,all,XGBoost,2,2,202,0.7013
rezygnacje,60%,raw,RF,1,1,101,0.584
rezygnacje,60%,raw,RF,1,2,202,0.5795
rezygnacje,60%,raw,NB,1,1,101,0.5474
rezygnacje,60%,raw,NB,1,2,202,0.5532
rezygnacje,60%,raw,XGBoost,1,1,101,0.6295
rezygnacje,60%,raw,XGBoost,1,2,202,0.6066
rezygnacje,60%,fill,RF,1,1,101,0.59
rezygnacje,60%,fill,RF,1,2,202,0.5849
rezygnacje,60%,fill,NB,1,1,101,0.5708
rezygnacje,60%,fill,NB,1,2,202,0.5753
rezygnacje,60%,fill,XGBoost,1,1,101,0.6237
rezygnacje,60%,fill,XGBoost,1,2,202,0.6279
rezygnacje,60%,remove_fill,RF,1,1,101,0.5736
rezygnacje,60%,remove_fill,RF,1,2,202,0.5742
rezygnacje,60%,remove_fill,NB,1,1,101,0.547
rezygnacje,60%,remove_fill,NB,1,2,202,0.5583
rezygnacje,60%,remove_fill,XGBoost,1,1,101,0.6028
rezygnacje,60%,remove_fill,XGBoost,1,2,202,0.6211
rezygnacje,60%,fill_norm,RF,1,1,101,0.5903
rezygnacje,60%,fill_norm,RF,1,2,202,0.5854
rezygnacje,60%,fill_norm,NB,1,1,101,0.5004
rezygnacje,60%,fill_norm,NB,1,2,202,0.4913
rezygnacje,60%,fill_norm,XGBoost,1,1,101,0.6237
rezygnacje,60%,fill_norm,XGBoost,1,2,202,0.6279
rezygnacje,60%,all,RF,1,1,101,0.5732
rezygnacje,60%,all,RF,1,2,202,0.575
rezygnacje,60%,all,NB,1,1,101,0.5458
rezygnacje,60%,all,NB,1,2,202,0.5633
rezygnacje,60%,all,XGBoost,1,1,101,0.6028
rezygnacje,60%,all,XGBoost,1,2,202,0.6211
rezygnacje,60%,raw,RF,2,1,101,0.5851
rezygnacje,60%,raw,RF,2,2,202,0.5849
rezygnacje,60%,raw,NB,2,1,101,0.5603
rezygnacje,60%,raw,NB,2,2,202,0.5582
rezygnacje,60%,raw,XGBoost,2,1,101,0.6151
rezygnacje,60%,raw,XGBoost,2,2,202,0.6006
rezygnacje,60%,fill,RF,2,1,101,0.6053
rezygnacje,60%,fill,RF,2,2,202,0.5809
rezygnacje,60%,fill,NB,2,1,101,0.5733
rezygnacje,60%,fill,NB,2,2,202,0.5754
rezygnacje,60%,fill,XGBoost,2,1,101,0.624
rezygnacje,60%,fill,XGBoost,2,2,202,0.6075
rezygnacje,60%,remove_fill,RF,2,1,101,0.5833
rezygnacje,60%,remove_fill,RF,2,2,202,0.5647
rezygnacje,60%,remove_fill,NB,2,1,101,0.5513
rezygnacje,60%,remove_fill,NB,2,2,202,0.5479
rezygnacje,60%,remove_fill,XGBoost,2,1,101,0.6123
rezygnacje,60%,remove_fill,XGBoost,2,2,202,0.6032
rezygnacje,60%,fill_norm,RF,2,1,101,0.6054
rezygnacje,60%,fill_norm,RF,2,2,202,0.5811
rezygnacje,60%,fill_norm,NB,2,1,101,0.5121
rezygnacje,60%,fill_norm,NB,2,2,202,0.5066
rezygnacje,60%,fill_norm,XGBoost,2,1,101,0.624
rezygnacje,60%,fill_norm,XGBoost,2,2,202,0.6075
rezygnacje,60%,all,RF,2,1,101,0.5834
rezygnacje,60%,all,RF,2,2,202,0.5652
rezygnacje,60%,all,NB,2,1,101,0.5501
rezygnacje,60%,all,NB,2,2,202,0.5541
rezygnacje,60%,all,XGBoost,2,1,101,0.6123
rezygnacje,60%,all,XGBoost,2,2,202,0.6032
